h;PEL_subproblem_main;mHydr_direct_subproblem_main;mHydr_sell_subproblem_main;mHST_in_subproblem_main;mHST_out_subproblem_main;mHST_subproblem_main;EBESS_subproblem_main;PBESSc_subproblem_main;PBESSd_subproblem_main;Ppurch_subproblem_main;Psell_subproblem_main;PPV_subproblem_main;PWT_subproblem_main ;Balance P ;Balance H2
7926;1122.0821;20000;20000;37.1807;0;685.2406;0;0;0;0;79.2813;23.8541;1177.5093;0;0
7927;1122.0821;20000;20000;37.1807;0;721.3059;0;0;0;0;153.4186;173.968;1101.5327;0;0
7928;1122.0821;20000;20000;37.1807;0;757.3712;0;0;0;0;259.6272;266.1365;1115.5729;1.00E-04;0
7929;1122.0821;20000;20000;37.1807;0;793.4365;0;0;0;0;206.1962;306.9943;1021.284;0;0
7930;1122.0821;20000;20000;37.1807;0;829.5018;0;0;0;0;85.1644;343.1424;864.1042;1.00E-04;0
7931;1120;20000;20000;0;0;829.5018;0;0;0;117.2677;0;361.9438;640.7885;0;0
7932;1120;20000;20000;0;0;829.5018;0;0;0;229.3234;0;365.1756;525.501;0;0
7933;1120;20000;20000;0;0;829.5018;0;0;0;300.0362;0;358.3822;461.5815;-1.00E-04;0
7934;1120;20000;20000;0;0;829.5018;0;0;0;357.1745;0;346.445;416.3805;0;0
7935;1120;20000;20000;0;0;829.5018;0;0;0;409.8119;0;325.6018;384.5863;0;0
7936;1120;20000;20000;0;0;829.5018;0;0;0;412.6974;0;268.221;439.0817;1.00E-04;0
7937;1120;20000;20000;0;0;829.5018;0;0;0;341.6314;0;177.7941;600.5745;0;0
7938;1120;20000;20000;0;0;829.5018;0;0;0;243.8125;0;21.0862;855.1014;1.00E-04;0
7939;1090.614;19475.2499;20000;0;524.7501;288.5224;0;0;0;8.396;0;0;1082.218;0;1.14E-12
7940;1122.0821;20000;20000;37.1807;0;324.5877;0;0;0;0;171.5112;0;1293.5933;0;0
7941;1122.0821;20000;20000;37.1807;0;360.653;0;0;0;0;220.4645;0;1342.5466;0;0
7942;1122.0821;20000;20000;37.1807;0;396.7183;0;0;0;0;291.6137;0;1413.6958;0;0
7943;1122.0821;20000;20000;37.1807;0;432.7835;0;0;0;0;321.0994;0;1443.1815;0;0
7944;1122.0821;20000;20000;37.1807;0;468.8488;0;0;0;0;303.5269;0;1425.609;0;0
7945;1122.0821;20000;20000;37.1807;0;504.9141;0;0;0;0;219.1748;0;1341.2569;0;0
7946;1122.0821;20000;20000;37.1807;0;540.9794;0;0;0;0;170.3661;0;1292.4482;0;0
7947;1122.0821;20000;20000;37.1807;0;577.0447;0;0;0;0;83.7548;0;1205.8369;0;0
7948;1122.0821;20000;20000;37.1807;0;613.11;0;0;0;0;51.1808;0;1173.2629;0;0
7949;1122.0821;20000;20000;37.1807;0;649.1753;0;0;0;0;58.6134;0;1180.6955;0;0
7950;1122.0821;20000;20000;37.1807;0;685.2406;0;0;0;0;5.3612;20.0971;1107.3462;0;0
7951;1122.0821;20000;20000;37.1807;0;721.3059;0;0;0;0;50.7421;152.5998;1020.2245;1.00E-04;0
7952;1122.0821;20000;20000;37.1807;0;757.3712;0;0;0;0;110.0541;249.7019;982.4343;0;0
7953;1122.0821;20000;20000;37.1807;0;793.4365;0;0;0;0;88.5669;310.342;900.307;0;0
7954;1122.0821;20000;20000;37.1807;0;829.5018;0;0;0;0;28.9873;344.9737;806.0957;0;0
7955;1120;20000;20000;0;0;829.5018;0;0;0;115.4895;0;368.3179;636.1926;0;0
7956;1120;20000;20000;0;0;829.5018;0;0;0;258.5612;0;363.1432;498.2956;0;0
7957;1120;20000;20000;0;0;829.5018;0;0;0;348.7228;0;329.5167;441.7605;0;0
7958;1120;20000;20000;0;0;829.5018;0;0;0;382.7727;0;323.3161;413.9112;0;0
7959;1120;20000;20000;0;0;829.5018;0;0;0;414.6597;0;315.6064;389.734;1.00E-04;0
7960;1120;20000;20000;0;0;829.5018;0;0;0;404.8284;0;264.1648;451.0068;0;0
7961;1120;20000;20000;0;0;829.5018;0;0;0;402.4851;0;173.6768;543.838;-0.0001;0
7962;1120;20000;20000;0;0;829.5018;0;0;0;380.3435;0;23.3075;716.349;0;0
7963;1120;20000;20000;0;0;829.5018;0;0;0;219.7206;0;0;900.2794;0;0
7964;1092.5731;19510.2333;20000;0;489.7667;324.5877;0;0;0;12.6788;0;0;1079.8943;0;0
7965;1122.0821;20000;20000;37.1807;0;360.653;0;0;0;0;46.2897;0;1168.3719;1.00E-04;0
7966;1122.0821;20000;20000;37.1807;0;396.7183;0;0;0;0;170.0504;0;1292.1325;0;0
7967;1122.0821;20000;20000;37.1807;0;432.7835;0;0;0;0;206.7853;0;1328.8675;1.00E-04;0
7968;1122.0821;20000;20000;37.1807;0;468.8488;0;0;0;0;208.3576;0;1330.4397;0;0
7969;1122.0821;20000;20000;37.1807;0;504.9141;0;0;0;0;110.0203;0;1232.1024;0;0
7970;1122.0821;20000;20000;37.1807;0;540.9794;0;0;0;0;73.1833;0;1195.2654;0;0
7971;1122.0821;20000;20000;37.1807;0;577.0447;0;0;0;0;18.1756;0;1140.2577;0;0
7972;1122.0821;20000;20000;37.1807;0;613.11;0;0;0;0;17.5236;0;1139.6058;1.00E-04;0
7973;1122.0821;20000;20000;37.1807;0;649.1753;0;0;0;0;69.5369;0;1191.619;0;0
7974;1122.0821;20000;20000;37.1807;0;685.2406;0;0;0;0;24.3592;22.5487;1123.8926;0;0
7975;1122.0821;20000;20000;37.1807;0;721.3059;0;0;0;0;119.6522;175.3414;1066.3929;0;0
7976;1122.0821;20000;20000;37.1807;0;757.3712;0;0;0;0;169.7385;258.7489;1033.0717;0;0
7977;1122.0821;20000;20000;37.1807;0;793.4365;0;0;0;0;127.4407;307.277;942.2459;1.00E-04;0
7978;1122.0821;20000;20000;37.1807;0;829.5018;0;0;0;0;26.0632;343.3944;804.7509;0;0
7979;1120;20000;20000;0;0;829.5018;0;0;0;124.5146;0;364.3604;631.125;0;0
7980;1120;20000;20000;0;0;829.5018;0;0;0;211.2364;0;379.0184;529.7453;1.00E-04;0
7981;1120;20000;20000;0;0;829.5018;0;0;0;224.5332;0;380.085;515.3819;1.00E-04;0
7982;1120;20000;20000;0;0;829.5018;0;0;0;254.9539;0;379.8217;485.2244;0;0
7983;1120;20000;20000;0;0;829.5018;0;0;0;315.9376;0;339.6453;464.4172;1.00E-04;0
7984;1120;20000;20000;0;0;829.5018;0;0;0;297.481;0;293.0038;529.5152;0;0
7985;1120;20000;20000;0;0;829.5018;0;0;0;267.9928;0;193.6557;658.3515;0;0
7986;1120;20000;20000;0;0;829.5018;0;0;0;204.0052;0;25.4579;890.5369;0;0
7987;1088.6549;19440.2666;20000;0;559.7334;252.4571;0;0;0;22.9066;0;0;1065.7484;1.00E-04;1.02E-12
7988;1122.0821;20000;20000;37.1807;0;288.5224;0;0;0;0;114.6427;0;1236.7248;0;0
7989;1122.0821;20000;20000;37.1807;0;324.5877;0;0;0;0;201.0335;0;1323.1156;0;0
7990;1122.0821;20000;20000;37.1807;0;360.653;0;0;0;0;290.194;0;1412.2761;0;0
7991;1122.0821;20000;20000;37.1807;0;396.7183;0;0;0;0;323.6582;0;1445.7403;0;0
7992;1122.0821;20000;20000;37.1807;0;432.7835;0;0;0;0;314.996;0;1437.0781;0;0
7993;1122.0821;20000;20000;37.1807;0;468.8488;0;0;0;0;227.6927;0;1349.7749;1.00E-04;0
7994;1122.0821;20000;20000;37.1807;0;504.9141;0;0;0;0;173.7545;0;1295.8366;0;0
7995;1122.0821;20000;20000;37.1807;0;540.9794;0;0;0;0;115.4785;0;1237.5607;1.00E-04;0
7996;1122.0821;20000;20000;37.1807;0;577.0447;0;0;0;0;110.2203;0;1232.3024;0;0
7997;1122.0821;20000;20000;37.1807;0;613.11;0;0;0;0;143.2735;0;1265.3557;1.00E-04;0
7998;1122.0821;20000;20000;37.1807;0;649.1753;0;0;0;0;117.2668;20.9295;1218.4194;0;0
7999;1122.0821;20000;20000;37.1807;0;685.2406;0;0;0;0;181.5472;165.7866;1137.8428;1.00E-04;0
8000;1122.0821;20000;20000;37.1807;0;721.3059;0;0;0;0;260.9927;261.9804;1121.0944;0;0
8001;1122.0821;20000;20000;37.1807;0;757.3712;0;0;0;0;260.8165;321.2744;1061.6242;0;0
8002;1122.0821;20000;20000;37.1807;0;793.4365;0;0;0;0;191.7754;353.8702;959.9873;0;0
8003;1122.0821;20000;20000;37.1807;0;829.5018;0;0;0;0;23.2119;370.6463;774.6478;1.00E-04;0
8004;1120;20000;20000;0;0;829.5018;0;0;0;83.9099;0;381.4715;654.6186;0;0
8005;1120;20000;20000;0;0;829.5018;0;0;0;118.9752;0;360.0655;640.9594;1.00E-04;0
8006;1120;20000;20000;0;0;829.5018;0;0;0;140.0189;0;373.6857;606.2954;0;0
8007;1120;20000;20000;0;0;829.5018;0;0;0;216.8641;0;330.9745;572.1614;0;0
8008;1120;20000;20000;0;0;829.5018;0;0;0;209.1694;0;292.0671;618.7636;1.00E-04;0
8009;1120;20000;20000;0;0;829.5018;0;0;0;190.484;0;196.9919;732.5241;0;0
8010;1074.9415;19195.3833;20000;0;804.6167;0;0;0;0;101.4714;0;28.7891;944.6809;-1.00E-04;-1.36E-12
8011;1120;20000;20000;0;0;0;0;0;0;0;2.4519;0;1122.4519;0;0
8012;1120;20000;20000;0;0;0;0;0;0;0;153.1116;0;1273.1116;0;0
8013;1120;20000;20000;0;0;0;0;0;0;0;193.1111;0;1313.1111;0;0
8014;1120;20000;20000;0;0;0;0;0;0;0;261.3075;0;1381.3075;0;0
8015;1120;20000;20000;0;0;0;0;0;0;0;293.0837;0;1413.0837;0;0
8016;1120;20000;20000;0;0;0;0;0;0;0;291.6215;0;1411.6215;0;0
8017;1121.9215;20000;20000;34.3124;0;33.283;0;0;0;0;221.4275;0;1343.349;0;0
8018;1122.0821;20000;20000;37.1807;0;69.3483;0;0;0;0;181.8877;0;1303.9699;1.00E-04;0
8019;1122.0821;20000;20000;37.1807;0;105.4136;0;0;0;0;166.556;0;1288.6382;1.00E-04;0
8020;1122.0821;20000;20000;37.1807;0;141.4789;0;0;0;0;174.6273;0;1296.7094;0;0
8021;1122.0821;20000;20000;37.1807;0;177.5442;0;0;0;0;163.5975;0;1285.6796;0;0
8022;1122.0821;20000;20000;37.1807;0;213.6095;0;0;0;0;133.9657;28.8118;1227.236;0;0
8023;1122.0821;20000;20000;37.1807;0;249.6748;0;0;0;0;292.593;218.9363;1195.7389;1.00E-04;0
8024;1122.0821;20000;20000;37.1807;0;285.7401;0;0;0;0;381.4866;268.7478;1234.821;1.00E-04;0
8025;1122.0821;20000;20000;37.1807;0;321.8054;0;0;0;0;391.4276;322.5234;1190.9863;0;0
8026;1122.0821;20000;20000;37.1807;0;357.8706;0;0;0;0;327.5921;349.9556;1099.7186;0;0
8027;1122.0821;20000;20000;37.1807;0;393.9359;0;0;0;0;179.2287;352.4196;948.8913;1.00E-04;0
8028;1122.0821;20000;20000;37.1807;0;430.0012;0;0;0;0;103.8561;374.1272;851.811;0;0
8029;1122.0821;20000;20000;37.1807;0;466.0665;0;0;0;0;36.1622;372.4334;785.8109;0;0
8030;1120.5532;20000;20000;9.8785;0;475.6487;0;0;0;0;0;366.0267;754.5264;-1.00E-04;0
8031;1122.0821;20000;20000;37.1807;0;511.714;0;0;0;0;26.4726;336.4637;812.091;0;0
8032;1122.0821;20000;20000;37.1807;0;547.7793;0;0;0;0;22.5399;288.759;855.863;0;0
8033;1122.0821;20000;20000;37.1807;0;583.8446;0;0;0;0;38.3703;192.2063;968.2461;0;0
8034;1112.8589;19872.4812;20000;0;127.5188;452.3819;0;0;0;0;0;23.0243;1089.8346;0;1.65E-12
8035;1107.181;19771.0896;20000;0;228.9104;216.3918;0;0;0;0;0;0;1107.181;0;6.54E-13
8036;1122.0821;20000;20000;37.1807;0;252.4571;0;0;0;0;69.0274;0;1191.1095;0;0
8037;1122.0821;20000;20000;37.1807;0;288.5224;0;0;0;0;169.9151;0;1291.9972;0;0
8038;1122.0821;20000;20000;37.1807;0;324.5877;0;0;0;0;197.8714;0;1319.9535;0;0
8039;1122.0821;20000;20000;37.1807;0;360.653;0;0;0;0;204.4928;0;1326.5749;0;0
8040;1122.0821;20000;20000;37.1807;0;396.7183;0;0;0;0;165.8952;0;1287.9774;1.00E-04;0
8041;1122.0821;20000;20000;37.1807;0;432.7835;0;0;0;0;176.0114;0;1298.0935;0;0
8042;1122.0821;20000;20000;37.1807;0;468.8488;0;0;0;0;125.4899;0;1247.5721;1.00E-04;0
8043;1122.0821;20000;20000;37.1807;0;504.9141;0;0;0;0;130.5835;0;1252.6656;0;0
8044;1122.0821;20000;20000;37.1807;0;540.9794;0;0;0;0;165.3754;0;1287.4575;0;0
8045;1122.0821;20000;20000;37.1807;0;577.0447;0;0;0;0;182.4476;0;1304.5297;0;0
8046;1122.0821;20000;20000;37.1807;0;613.11;0;0;0;0;159.4596;30.3021;1251.2397;0.0001;0
8047;1122.0821;20000;20000;37.1807;0;649.1753;0;0;0;0;304.4368;227.4272;1199.0917;0;0
8048;1122.0821;20000;20000;37.1807;0;685.2406;0;0;0;0;343.6618;281.0147;1184.7293;1.00E-04;0
8049;1122.0821;20000;20000;37.1807;0;721.3059;0;0;0;0;321.9891;329.7353;1114.336;1.00E-04;0
8050;1122.0821;20000;20000;37.1807;0;757.3712;0;0;0;0;243.1993;349.3758;1015.9057;1.00E-04;0
8051;1122.0821;20000;20000;37.1807;0;793.4365;0;0;0;0;113.5487;356.4839;879.1469;0;0
8052;1122.0821;20000;20000;37.1807;0;829.5018;0;0;0;0;23.1886;372.0635;773.2073;1.00E-04;0
8053;1120;20000;20000;0;0;829.5018;0;0;0;91.9798;0;368.0885;659.9317;0;0
8054;1120;20000;20000;0;0;829.5018;0;0;0;182.1951;0;362.6166;575.1883;0;0
8055;1120;20000;20000;0;0;829.5018;0;0;0;185.047;0;333.3904;601.5625;-1.00E-04;0
8056;1120;20000;20000;0;0;829.5018;0;0;0;182.9095;0;284.902;652.1885;0;0
8057;1120;20000;20000;0;0;829.5018;0;0;0;169.7771;0;196.9396;753.2833;0;0
8058;1120;20000;20000;0;0;829.5018;0;0;0;161.5891;0;23.4908;934.9201;0;0
8059;1088.6549;19440.2666;20000;0;559.7334;252.4571;0;0;0;73.9419;0;0;1014.713;0;1.02E-12
8060;1122.0821;20000;20000;37.1807;0;288.5224;0;0;0;0;31.8936;0;1153.9758;1.00E-04;0
8061;1122.0821;20000;20000;37.1807;0;324.5877;0;0;0;0;143.9751;0;1266.0572;0;0
8062;1122.0821;20000;20000;37.1807;0;360.653;0;0;0;0;159.4189;0;1281.501;0;0
8063;1122.0821;20000;20000;37.1807;0;396.7183;0;0;0;0;161.9288;0;1284.0109;0;0
8064;1122.0821;20000;20000;37.1807;0;432.7835;0;0;0;0;120.7428;0;1242.8249;0;0
8065;1122.0821;20000;20000;37.1807;0;468.8488;0;0;0;0;120.6112;0;1242.6933;0;0
8066;1122.0821;20000;20000;37.1807;0;504.9141;0;0;0;0;37.0508;0;1159.1329;0;0
8067;1122.0821;20000;20000;37.1807;0;540.9794;0;0;0;0;24.5266;0;1146.6087;0;0
8068;1122.0821;20000;20000;37.1807;0;577.0447;0;0;0;0;65.4517;0;1187.5338;0;0
8069;1122.0821;20000;20000;37.1807;0;613.11;0;0;0;0;96.9206;0;1219.0027;0;0
8070;1122.0821;20000;20000;37.1807;0;649.1753;0;0;0;0;78.3036;29.8284;1170.5573;0;0
8071;1122.0821;20000;20000;37.1807;0;685.2406;0;0;0;0;213.6179;218.1897;1117.5103;0;0
8072;1122.0821;20000;20000;37.1807;0;721.3059;0;0;0;0;282.9481;269.1866;1135.8436;0;0
8073;1122.0821;20000;20000;37.1807;0;757.3712;0;0;0;0;254.2634;305.2189;1071.1266;0;0
8074;1122.0821;20000;20000;37.1807;0;793.4365;0;0;0;0;194.71;339.2587;977.5335;1.00E-04;0
8075;1122.0821;20000;20000;37.1807;0;829.5018;0;0;0;0;48.2509;350.6342;819.6988;0;0
8076;1120;20000;20000;0;0;829.5018;0;0;0;45.6031;0;351.1902;723.2067;0;0
8077;1120;20000;20000;0;0;829.5018;0;0;0;107.3418;0;364.232;648.4261;-1.00E-04;0
8078;1120;20000;20000;0;0;829.5018;0;0;0;187.6226;0;354.4317;577.9457;0;0
8079;1120;20000;20000;0;0;829.5018;0;0;0;144.431;0;348.3517;627.2173;0;0
8080;1120;20000;20000;0;0;829.5018;0;0;0;128.7919;0;299.1653;692.0429;1.00E-04;0
8081;1120;20000;20000;0;0;829.5018;0;0;0;92.9573;0;218.108;808.9348;1.00E-04;0
8082;1120;20000;20000;0;0;829.5018;0;0;0;145.2979;0;25.2632;949.4389;0;0
8083;1096.0891;19573.0189;20000;0;426.9811;389.3151;0;0;0;97.2484;0;0;998.8407;0;8.53E-13
8084;1114.5249;19902.231;20000;0;97.769;288.5224;0;0;0;0;0;0;1114.5249;0;2.27E-13
8085;1122.0821;20000;20000;37.1807;0;324.5877;0;0;0;0;167.6712;0;1289.7533;0;0
8086;1122.0821;20000;20000;37.1807;0;360.653;0;0;0;0;220.9734;0;1343.0555;0;0
8087;1122.0821;20000;20000;37.1807;0;396.7183;0;0;0;0;227.4189;0;1349.5011;1.00E-04;0
8088;1122.0821;20000;20000;37.1807;0;432.7835;0;0;0;0;196.0619;0;1318.144;0;0
8089;1122.0821;20000;20000;37.1807;0;468.8488;0;0;0;0;201.8451;0;1323.9272;0;0
8090;1122.0821;20000;20000;37.1807;0;504.9141;0;0;0;0;157.8527;0;1279.9348;0;0
8091;1122.0821;20000;20000;37.1807;0;540.9794;0;0;0;0;129.3981;0;1251.4802;0;0
8092;1122.0821;20000;20000;37.1807;0;577.0447;0;0;0;0;147.179;0;1269.2611;0;0
8093;1122.0821;20000;20000;37.1807;0;613.11;0;0;0;0;171.7764;0;1293.8585;0;0
8094;1122.0821;20000;20000;37.1807;0;649.1753;0;0;0;0;135.7671;27.3762;1230.473;0;0
8095;1122.0821;20000;20000;37.1807;0;685.2406;0;0;0;0;245.7647;211.6947;1156.152;-1.00E-04;0
8096;1122.0821;20000;20000;37.1807;0;721.3059;0;0;0;0;295.0733;251.8327;1165.3227;0;0
8097;1122.0821;20000;20000;37.1807;0;757.3712;0;0;0;0;320.1654;308.1002;1134.1473;0;0
8098;1122.0821;20000;20000;37.1807;0;793.4365;0;0;0;0;243.8048;334.5486;1031.3383;0;0
8099;1122.0821;20000;20000;37.1807;0;829.5018;0;0;0;0;62.0079;341.5982;842.4918;0;0
8100;1120;20000;20000;0;0;829.5018;0;0;0;43.5891;0;353.0877;723.3232;0;0
8101;1120;20000;20000;0;0;829.5018;0;0;0;139.414;0;356.9543;623.6317;0;0
8102;1120;20000;20000;0;0;829.5018;0;0;0;191.855;0;350.8755;577.2695;0;0
8103;1120;20000;20000;0;0;829.5018;0;0;0;169.1461;0;330.4314;620.4225;0;0
8104;1120;20000;20000;0;0;829.5018;0;0;0;162.2943;0;278.8496;678.8561;0;0
8105;1120;20000;20000;0;0;829.5018;0;0;0;120.7021;0;200.0423;799.2556;0;0
8106;1120;20000;20000;0;0;829.5018;0;0;0;143.9285;0;24.2229;951.8486;0;0
8107;1120;20000;20000;0;0;829.5018;0;0;0;121.6488;0;0;998.3512;0;0
8108;1090.614;19475.2499;20000;0;524.7501;288.5224;0;0;0;22.8297;0;0;1067.7843;0;1.14E-12
8109;1122.0821;20000;20000;37.1807;0;324.5877;0;0;0;0;89.8026;0;1211.8847;0;0
8110;1122.0821;20000;20000;37.1807;0;360.653;0;0;0;0;166.8087;0;1288.8909;1.00E-04;0
8111;1122.0821;20000;20000;37.1807;0;396.7183;0;0;0;0;158.445;0;1280.5271;0;0
8112;1122.0821;20000;20000;37.1807;0;432.7835;0;0;0;0;110.7215;0;1232.8037;1.00E-04;0
8113;1122.0821;20000;20000;37.1807;0;468.8488;0;0;0;0;98.7786;0;1220.8608;1.00E-04;0
8114;1122.0821;20000;20000;37.1807;0;504.9141;0;0;0;0;41.1445;0;1163.2266;0;0
8115;1122.0821;20000;20000;37.1807;0;540.9794;0;0;0;0;31.6617;0;1153.7438;0;0
8116;1122.0821;20000;20000;37.1807;0;577.0447;0;0;0;0;67.6466;0;1189.7287;0;0
8117;1122.0821;20000;20000;37.1807;0;613.11;0;0;0;0;85.3996;0;1207.4817;0;0
8118;1122.0821;20000;20000;37.1807;0;649.1753;0;0;0;0;103.0412;25.3677;1199.7556;0;0
8119;1122.0821;20000;20000;37.1807;0;685.2406;0;0;0;0;264.4333;211.8157;1174.6997;0;0
8120;1122.0821;20000;20000;37.1807;0;721.3059;0;0;0;0;335.4457;264.937;1192.5908;0;0
8121;1122.0821;20000;20000;37.1807;0;757.3712;0;0;0;0;333.2476;310.7897;1144.54;0;0
8122;1122.0821;20000;20000;37.1807;0;793.4365;0;0;0;0;230.063;330.5007;1021.6445;1.00E-04;0
8123;1122.0821;20000;20000;37.1807;0;829.5018;0;0;0;0;58.9853;336.5437;844.5238;1.00E-04;0
8124;1120;20000;20000;0;0;829.5018;0;0;0;19.6248;0;349.1176;751.2576;0;0
8125;1120;20000;20000;0;0;829.5018;0;0;0;92.5311;0;354.8974;672.5715;0;0
8126;1120;20000;20000;0;0;829.5018;0;0;0;176.5349;0;342.3085;601.1566;0;0
8127;1120;20000;20000;0;0;829.5018;0;0;0;174.6036;0;327.077;618.3194;0;0
8128;1120;20000;20000;0;0;829.5018;0;0;0;142.4771;0;288.0396;689.4833;0;0
8129;1120;20000;20000;0;0;829.5018;0;0;0;89.3034;0;189.2176;841.479;0;0
8130;1114.0202;19893.2182;20000;0;106.7818;719.4175;0;0;0;55.3773;0;26.0765;1032.5665;1.00E-04;6.54E-13
8131;1094.6347;19547.0484;20000;0;452.9516;252.4571;0;0;0;0;0;0;1094.6347;0;0
8132;1122.0821;20000;20000;37.1807;0;288.5224;0;0;0;0;95.7619;0;1217.844;0;0
8133;1122.0821;20000;20000;37.1807;0;324.5877;0;0;0;0;211.7854;0;1333.8675;0;0
8134;1122.0821;20000;20000;37.1807;0;360.653;0;0;0;0;239.3909;0;1361.473;0;0
8135;1122.0821;20000;20000;37.1807;0;396.7183;0;0;0;0;244.7382;0;1366.8203;0;0
8136;1122.0821;20000;20000;37.1807;0;432.7835;0;0;0;0;200.9755;0;1323.0576;0;0
8137;1122.0821;20000;20000;37.1807;0;468.8488;0;0;0;0;196.9779;0;1319.06;0;0
8138;1122.0821;20000;20000;37.1807;0;504.9141;0;0;0;0;148.0851;0;1270.1672;0;0
8139;1122.0821;20000;20000;37.1807;0;540.9794;0;0;0;0;150.2384;0;1272.3205;0;0
8140;1122.0821;20000;20000;37.1807;0;577.0447;0;0;0;0;177.9052;0;1299.9873;0;0
8141;1122.0821;20000;20000;37.1807;0;613.11;0;0;0;0;168.3256;0;1290.4077;0;0
8142;1122.0821;20000;20000;37.1807;0;649.1753;0;0;0;0;151.3745;22.8247;1250.632;1.00E-04;0
8143;1122.0821;20000;20000;37.1807;0;685.2406;0;0;0;0;297.5215;211.7289;1207.8747;0;0
8144;1122.0821;20000;20000;37.1807;0;721.3059;0;0;0;0;304.3588;266.4558;1159.985;-0.0001;0
8145;1122.0821;20000;20000;37.1807;0;757.3712;0;0;0;0;280.7611;309.9231;1092.9201;0;0
8146;1122.0821;20000;20000;37.1807;0;793.4365;0;0;0;0;252.6193;350.8844;1023.8171;1.00E-04;0
8147;1122.0821;20000;20000;37.1807;0;829.5018;0;0;0;0;71.3363;356.1986;837.2198;0;0
8148;1120;20000;20000;0;0;829.5018;0;0;0;52.5496;0;365.5602;701.8902;0;0
8149;1120;20000;20000;0;0;829.5018;0;0;0;135.1024;0;364.3461;620.5515;0;0
8150;1120;20000;20000;0;0;829.5018;0;0;0;206.4337;0;351.001;562.5653;0;0
8151;1120;20000;20000;0;0;829.5018;0;0;0;168.3621;0;322.3701;629.2678;0;0
8152;1120;20000;20000;0;0;829.5018;0;0;0;138.5422;0;290.9066;690.5512;0;0
8153;1120;20000;20000;0;0;829.5018;0;0;0;93.8767;0;204.6347;821.4886;0;0
8154;1120;20000;20000;0;0;829.5018;0;0;0;140.9207;0;27.8176;951.2616;-1.00E-04;0
8155;1100.4093;19650.1666;20000;0;349.8334;468.8488;0;0;0;55.2193;0;0;1045.1901;1.00E-04;-4.55E-13
8156;1122.0821;20000;20000;37.1807;0;504.9141;0;0;0;0;32.5056;0;1154.5877;0;0
8157;1122.0821;20000;20000;37.1807;0;540.9794;0;0;0;0;175.5606;0;1297.6427;0;0
8158;1122.0821;20000;20000;37.1807;0;577.0447;0;0;0;0;213.9661;0;1336.0482;0;0
8159;1122.0821;20000;20000;37.1807;0;613.11;0;0;0;0;201.3467;0;1323.4288;0;0
8160;1122.0821;20000;20000;37.1807;0;649.1753;0;0;0;0;129.614;0;1251.6961;0;0
8161;1122.0821;20000;20000;37.1807;0;685.2406;0;0;0;0;101.1612;0;1223.2433;0;0
8162;1122.0821;20000;20000;37.1807;0;721.3059;0;0;0;0;25.6934;0;1147.7755;0;0
8163;1122.0821;20000;20000;37.1807;0;757.3712;0;0;0;0;8.1707;0;1130.2529;1.00E-04;0
8164;1122.0821;20000;20000;37.1807;0;793.4365;0;0;0;0;23.526;0;1145.6081;0;0
8165;1122.0821;20000;20000;37.1807;0;829.5018;0;0;0;0;13.3478;0;1135.4299;0;0
8166;1110.2047;19825.0833;20000;0;174.9167;649.1753;0;0;0;6.5473;0;25.6508;1078.0066;0;1.59E-12
8167;1122.0821;20000;20000;37.1807;0;685.2406;0;0;0;0;133.2265;205.8002;1049.5084;0;0
8168;1122.0821;20000;20000;37.1807;0;721.3059;0;0;0;0;190.1118;264.6856;1047.5083;0;0
8169;1122.0821;20000;20000;37.1807;0;757.3712;0;0;0;0;245.8345;320.7034;1047.2132;0;0
8170;1122.0821;20000;20000;37.1807;0;793.4365;0;0;0;0;189.85;337.9894;973.9427;0;0
8171;1122.0821;20000;20000;37.1807;0;829.5018;0;0;0;0;50.4586;338.6364;833.9043;0;0
8172;1120;20000;20000;0;0;829.5018;0;0;0;44.2374;0;348.9127;726.8499;0;0
8173;1120;20000;20000;0;0;829.5018;0;0;0;111.8492;0;361.0941;647.0567;0;0
8174;1120;20000;20000;0;0;829.5018;0;0;0;214.4661;0;338.3911;567.1429;0.0001;0
8175;1120;20000;20000;0;0;829.5018;0;0;0;146.7193;0;334.6101;638.6706;0;0
8176;1120;20000;20000;0;0;829.5018;0;0;0;123.1123;0;291.3498;705.5379;0;0
8177;1120;20000;20000;0;0;829.5018;0;0;0;116.2075;0;210.9463;792.8461;-1.00E-04;0
8178;1120;20000;20000;0;0;829.5018;0;0;0;123.5959;0;30.9748;965.4293;0;0
8179;1120;20000;20000;0;0;829.5018;0;0;0;133.1788;0;0;986.8212;0;0
8180;1102.3684;19685.15;20000;0;314.85;504.9141;0;0;0;12.9675;0;0;1089.4009;0;-1.48E-12
8181;1122.0821;20000;20000;37.1807;0;540.9794;0;0;0;0;90.6301;0;1212.7122;0;0
8182;1122.0821;20000;20000;37.1807;0;577.0447;0;0;0;0;152.581;0;1274.6631;0;0
8183;1122.0821;20000;20000;37.1807;0;613.11;0;0;0;0;143.9212;0;1266.0033;0;0
8184;1122.0821;20000;20000;37.1807;0;649.1753;0;0;0;0;76.2385;0;1198.3206;0;0
8185;1122.0821;20000;20000;37.1807;0;685.2406;0;0;0;0;60.4309;0;1182.513;0;0
8186;1122.0821;20000;20000;37.1807;0;721.3059;0;0;0;0;51.9735;0;1174.0556;0;0
8187;1122.0821;20000;20000;37.1807;0;757.3712;0;0;0;0;60.7838;0;1182.866;1.00E-04;0
8188;1122.0821;20000;20000;37.1807;0;793.4365;0;0;0;0;71.3231;0;1193.4052;0;0
